"","x"
"1",1
"2",1
"3",1
"4",0.99009900990099
"5",0.98019801980198
"6",0.98019801980198
"7",0.98019801980198
"8",0.98019801980198
"9",0.98019801980198
"10",0.97029702970297
"11",0.97029702970297
"12",0.97029702970297
"13",0.96039603960396
"14",0.96039603960396
"15",0.96039603960396
"16",0.96039603960396
"17",0.96039603960396
"18",0.96039603960396
"19",0.95049504950495
"20",0.95049504950495
"21",0.94059405940594
"22",0.94059405940594
"23",0.930693069306931
"24",0.920792079207921
"25",0.920792079207921
"26",0.910891089108911
"27",0.910891089108911
"28",0.910891089108911
"29",0.910891089108911
"30",0.910891089108911
"31",0.910891089108911
"32",0.910891089108911
"33",0.900990099009901
"34",0.891089108910891
"35",0.891089108910891
"36",0.891089108910891
"37",0.891089108910891
"38",0.891089108910891
"39",0.881188118811881
"40",0.871287128712871
"41",0.871287128712871
"42",0.871287128712871
"43",0.861386138613861
"44",0.861386138613861
"45",0.861386138613861
"46",0.861386138613861
"47",0.851485148514851
"48",0.851485148514851
"49",0.841584158415842
"50",0.841584158415842
"51",0.841584158415842
"52",0.831683168316832
"53",0.831683168316832
"54",0.831683168316832
"55",0.831683168316832
"56",0.821782178217822
"57",0.811881188118812
"58",0.801980198019802
"59",0.801980198019802
"60",0.801980198019802
"61",0.792079207920792
"62",0.782178217821782
"63",0.782178217821782
"64",0.782178217821782
"65",0.782178217821782
"66",0.782178217821782
"67",0.782178217821782
"68",0.782178217821782
"69",0.772277227722772
"70",0.772277227722772
"71",0.772277227722772
"72",0.772277227722772
"73",0.762376237623762
"74",0.752475247524752
"75",0.742574257425743
"76",0.732673267326733
"77",0.732673267326733
"78",0.732673267326733
"79",0.722772277227723
"80",0.722772277227723
"81",0.722772277227723
"82",0.722772277227723
"83",0.722772277227723
"84",0.712871287128713
"85",0.702970297029703
"86",0.702970297029703
"87",0.693069306930693
"88",0.683168316831683
"89",0.683168316831683
"90",0.683168316831683
"91",0.683168316831683
"92",0.683168316831683
"93",0.683168316831683
"94",0.673267326732673
"95",0.673267326732673
"96",0.663366336633663
"97",0.663366336633663
"98",0.653465346534653
"99",0.653465346534653
"100",0.653465346534653
"101",0.643564356435644
"102",0.643564356435644
"103",0.633663366336634
"104",0.633663366336634
"105",0.623762376237624
"106",0.623762376237624
"107",0.623762376237624
"108",0.623762376237624
"109",0.623762376237624
"110",0.623762376237624
"111",0.623762376237624
"112",0.623762376237624
"113",0.613861386138614
"114",0.613861386138614
"115",0.613861386138614
"116",0.603960396039604
"117",0.594059405940594
"118",0.594059405940594
"119",0.594059405940594
"120",0.584158415841584
"121",0.584158415841584
"122",0.584158415841584
"123",0.584158415841584
"124",0.584158415841584
"125",0.584158415841584
"126",0.584158415841584
"127",0.584158415841584
"128",0.574257425742574
"129",0.564356435643564
"130",0.564356435643564
"131",0.564356435643564
"132",0.554455445544555
"133",0.554455445544555
"134",0.554455445544555
"135",0.544554455445545
"136",0.534653465346535
"137",0.524752475247525
"138",0.524752475247525
"139",0.524752475247525
"140",0.514851485148515
"141",0.514851485148515
"142",0.504950495049505
"143",0.495049504950495
"144",0.495049504950495
"145",0.495049504950495
"146",0.495049504950495
"147",0.495049504950495
"148",0.495049504950495
"149",0.495049504950495
"150",0.495049504950495
"151",0.495049504950495
"152",0.495049504950495
"153",0.495049504950495
"154",0.485148514851485
"155",0.475247524752475
"156",0.475247524752475
"157",0.475247524752475
"158",0.475247524752475
"159",0.465346534653465
"160",0.455445544554455
"161",0.455445544554455
"162",0.445544554455446
"163",0.435643564356436
"164",0.425742574257426
"165",0.425742574257426
"166",0.425742574257426
"167",0.425742574257426
"168",0.415841584158416
"169",0.415841584158416
"170",0.415841584158416
"171",0.415841584158416
"172",0.405940594059406
"173",0.396039603960396
"174",0.386138613861386
"175",0.376237623762376
"176",0.376237623762376
"177",0.366336633663366
"178",0.366336633663366
"179",0.366336633663366
"180",0.366336633663366
"181",0.366336633663366
"182",0.356435643564356
"183",0.356435643564356
"184",0.346534653465347
"185",0.336633663366337
"186",0.336633663366337
"187",0.326732673267327
"188",0.326732673267327
"189",0.316831683168317
"190",0.306930693069307
"191",0.306930693069307
"192",0.306930693069307
"193",0.306930693069307
"194",0.306930693069307
"195",0.297029702970297
"196",0.287128712871287
"197",0.287128712871287
"198",0.277227722772277
"199",0.277227722772277
"200",0.277227722772277
"201",0.267326732673267
"202",0.267326732673267
"203",0.257425742574257
"204",0.247524752475248
"205",0.247524752475248
"206",0.247524752475248
"207",0.247524752475248
"208",0.247524752475248
"209",0.237623762376238
"210",0.237623762376238
"211",0.237623762376238
"212",0.237623762376238
"213",0.227722772277228
"214",0.227722772277228
"215",0.217821782178218
"216",0.207920792079208
"217",0.207920792079208
"218",0.198019801980198
"219",0.188118811881188
"220",0.178217821782178
"221",0.168316831683168
"222",0.158415841584158
"223",0.158415841584158
"224",0.158415841584158
"225",0.148514851485149
"226",0.148514851485149
"227",0.138613861386139
"228",0.128712871287129
"229",0.118811881188119
"230",0.108910891089109
"231",0.099009900990099
"232",0.099009900990099
"233",0.0891089108910891
"234",0.0792079207920792
"235",0.0693069306930693
"236",0.0693069306930693
"237",0.0693069306930693
"238",0.0594059405940594
"239",0.0495049504950495
"240",0.0396039603960396
"241",0.0396039603960396
"242",0.0396039603960396
"243",0.0297029702970297
"244",0.0198019801980198
"245",0.0099009900990099
"246",0
